Product Description,Price(Dollar),Number of  reviews,category
"CyberpowerPC Gamer Xtreme VR Gaming PC, Intel Core i7-12700F 2.1GHz, GeForce RTX 3060 12GB, 16GB DDR4, 1TB NVMe SSD, WiFi & Win 11 Home (GXiVR8040A12), Black","1,169","1,563",amazon_laptop
"ASUS TUF Gaming F15 Gaming Laptop, 15.6 144Hz FHD Display, Intel Core i5-11400H Processor, GeForce RTX 2050, 8GB DDR4 RAM, 512GB PCIe SSD Gen 3, Wi-Fi 6, Windows 11, FX506HF-ES51",699,"15,471",amazon_laptop
"SAMSUNG Galaxy Tab A8 10.5 32GB Android Tablet, LCD Screen, Kids Content, Smart Switch, Long Lasting Battery, US Version, 2022, Dark Gray",199,242,amazon_laptop
"Dell 2022 Newest Inspiron 15 Laptop, 15.6"" HD Display, Intel Celeron N4020 Processor, 16GB DDR4 RAM, 1TB PCIe SSD, Webcam, HDMI, Wi-Fi, Bluetooth, Windows 11 Home, Black",392,"14,584",amazon_laptop
"SAMSUNG Galaxy Tab A7 Lite 8.7"" 32GB WiFi Android Tablet, Compact, Slim Design, Kid Friendly, Sturdy Metal Frame, Long Lasting Battery, US Version, 2021, Silver",158,"1,852",amazon_laptop
"MSI Thin GF63 15.6"" 144Hz Gaming Laptop: 12th Gen Intel Core i7, NVIDIA GeForce RTX 4050, 16GB DDR4, 512GB NVMe SSD, Type-C, Cooler Boost 5, Win11 Home: Black 12VE-066US",999,616,amazon_laptop
"Acer Aspire Vero AV15-51-7617 Green PC | 15.6"" FHD IPS 100% sRGB-Display | 11th Gen Intel Core i7-1195G7 | Intel Iris Xe Graphics | 16GB DDR4 | 512GB NVMe SSD | Wi-Fi 6 | PCR Materials | Vero-Sleeve",699,212,amazon_laptop
"Samsung Chromebook 4 (2021 Model) 11.6"" Intel UHD Graphics 600, Intel Celeron Processor N4020, 4GB, 16GB- Wi-Fi - Satin Gray- (XE310XBA-KB1US)",167,752,amazon_laptop
"Lenovo IdeaPad Gaming 3 - (2022) - Essential Gaming Laptop Computer - 15.6"" FHD - 120Hz - AMD Ryzen 5 6600H - NVIDIA GeForce RTX 3050 - 8GB DDR5 RAM - 256GB NVMe Storage - Windows 11 Home",686,"1,015",amazon_laptop
"Lenovo - 2022 - IdeaPad Flex 5i - 2-in-1 Chromebook Laptop Computer - Intel Core i3-1115G4 - 13.3"" FHD Touch Display - 8GB Memory - 128GB Storage - Chrome OS",373,560,amazon_laptop
"ASUS ROG Strix G16 (2023) Gaming Laptop, 16 16:10 FHD 165Hz, GeForce RTX 4070, Intel Core i9-13980HX, 16GB DDR5, 1TB PCIe SSD, Wi-Fi 6E, Windows 11, G614JI-AS94, Eclipse Gray","1,999",688,amazon_laptop
Acer Aspire TC-1760-UA92 Desktop | 12th Gen Intel Core i5-12400 6-Core Processor | 12GB 3200MHz DDR4 | 512GB NVMe M.2 SSD | 8X DVD | Intel Wireless Wi-Fi 6 AX201 | Bluetooth 5.2 | Windows 11 Home,619,118,amazon_laptop
"HP 2023 15'' HD IPS Laptop, Windows 11, Intel Pentium 4-Core Processor Up to 2.70GHz, 8GB RAM, 128GB SSD, HDMI, Super-Fast 6th Gen WiFi, Dale Red (Renewed)",285,"14,449",amazon_laptop
"SAMSUNG Galaxy Tab S7+ Plus 12.4 128GB Android Tablet w/ S Pen Included, Edge-to-Edge Display, Expandable Storage, Fast Charging USB-C Port, SM-T970NZKAXAR, Mystic Black",699,356,amazon_laptop
"Lenovo - 2022 - IdeaPad 3i - Essential Laptop Computer - Intel Core i5 12th Gen - 15.6"" FHD Display - 8GB Memory - 512GB Storage - Windows 11 Pro",549,"2,527",amazon_laptop
"Acer Nitro 5 AN515-58-525P Gaming Laptop | Intel Core i5-12500H | NVIDIA GeForce RTX 3050 Laptop GPU | 15.6"" FHD 144Hz IPS Display | 8GB DDR4 | 512GB PCIe Gen 4 SSD | Killer Wi-Fi 6 | Backlit Keyboard",776,"1,117",amazon_laptop
"ASUS TUF Dash 15 (2022) Gaming Laptop, 15.6"" 144Hz FHD Display, Intel Core i7-12650H, GeForce RTX 3060, 16GB DDR5, 512GB SSD, Thunderbolt 4, Windows 11 Home, Off Black, FX517ZM-AS73","1,129",329,amazon_laptop
"Lenovo Tab M10 Plus (3rd Gen) - 2022 - Long Battery Life - 10"" FHD - Front & Rear 8MP Camera - 4GB Memory - upto128GB Storage - Android 12 or Later",158,"5,161",amazon_laptop
"SAMSUNG Galaxy Tab S7 FE 12.4 256GB WiFi Android Tablet, Large Screen, S Pen Included, Multi Device Connectivity, Long Lasting Battery, US Version, 2021, Mystic Black",559,215,amazon_laptop
"HP Pavilion x360 Convertible 14-inch Laptop, 11th Generation Intel Core i5-1135G7 processor, Iris Xe Graphics, 8GB RAM, 256 GB SSD, Windows 11 Home (14-dw1025nr, Natural silver)",545,"2,724",amazon_laptop
"MSI Katana 15 15.6"" 144Hz FHD Gaming Laptop: 13th Gen Intel Core i7, RTX 4070, 16GB DDR5, 1TB NVMe SSD, USB-Type C, Cooler Boost 5, Win11 Home: Black B13VGK-484US","1,421","35,939",amazon_laptop
"Acer Aspire 3 A315-24P-R7VH Slim Laptop | 15.6"" Full HD IPS Display | AMD Ryzen 3 7320U Quad-Core Processor | AMD Radeon Graphics | 8GB LPDDR5 | 128GB NVMe SSD | Wi-Fi 6 | Windows 11 Home in S Mode",329,"1,662",amazon_laptop
"ASUS Vivobook Go 15 L510 Thin & Light Laptop Computer, 15.6 FHD Display, Intel Celeron N4020 Processor, 4GB RAM, 64GB Storage, Windows 11 Home in S Mode, 1 Year Microsoft 365, Star Black, L510MA-AS02",240,324,amazon_laptop
"Dell Inspiron 15 3000 Series 3511 Laptop, 15.6"" FHD Touchscreen, Intel Core i5-1035G1, 32GB DDR4 RAM, 1TB PCIe SSD, SD Card Reader, Webcam, HDMI, Wi-Fi, Windows 11 Home, Black",625,496,amazon_laptop
"HP 15-inch Touchscreen Laptop, AMD Ryzen 3 3250U, 8 GB RAM, 256 GB SSD, Windows 11 Home in S Mode (15-ef1020nr, Natural Silver)",415,78,amazon_laptop
"ASUS ROG Strix G15 (2022) Gaming Laptop, 15.6"" 300Hz IPS FHD Display, NVIDIA GeForce RTX 3050, AMD Ryzen 7 6800H, 16GB DDR5, 1TB SSD, RGB Keyboard, Windows 11 Home, G513RC-IS74,Gray",999,127,amazon_laptop
"HP ENVY x360 Convertible 15-inch Laptop, AMD Ryzen 7 5825U processor, AMD Radeon Graphics, 8 GB RAM, 512 GB SSD, Windows 11 Home (15-eu1026nr, Nightfall black aluminum)",662,509,amazon_laptop
"Acer Chromebook Spin 314 Convertible Laptop | Intel Pentium Silver N6000 | 14"" HD Corning Gorilla Glass Touch Display | 4GB LPDDR4X | 128GB eMMC | Intel Wi-Fi 6 AX201 | Chrome OS | CP314-1H-P9G7",327,"5,626",amazon_laptop
"Lenovo Tab M8 Tablet, HD Android Tablet, Quad-Core Processor, 2GHz, 32GB Storage, Full Metal Cover, Long Battery Life, Android 10 Pie, Iron Grey",108,303,amazon_laptop
"Lenovo 2022 Newest Ideapad 3 Laptop, 15.6"" HD Touchscreen, 11th Gen Intel Core i3-1115G4 Processor, 8GB DDR4 RAM, 256GB PCIe NVMe SSD, HDMI, Webcam, Wi-Fi 5, Bluetooth, Windows 11 Home, Platinum Grey",399,861,amazon_laptop
"HP Newest 14"" HD Laptop, Windows 11, Intel Celeron Dual-Core Processor Up to 2.60GHz, 4GB RAM, 64GB SSD, Webcam, Dale Pink(Renewed) (Dale Blue)",206,117,amazon_laptop
"CyberpowerPC Gamer Xtreme VR Gaming PC, Intel Core i9-13900KF 3.0GHz, GeForce RTX 4070 Ti 12GB, 16GB DDR5, 1TB NVMe PCIe SSD, WiFi Ready & Windows 11 Home (GXiVR8080A34), White","2,299","2,569",amazon_laptop
"Samsung Chromebook 4 Chrome OS 11.6"" HD Intel Celeron Processor N4000 4GB RAM 32GB eMMC Gigabit Wi-Fi - XE310XBA-K01US",624,73,amazon_laptop
"ASUS Vivobook S 14 Flip 14 WUXGA 16:10 touch, AMD Ryzen 5 5600H CPU, 8GB RAM, 512GB SSD, NumberPad, FingerPrint, Windows 11 Home, Quiet Blue, TN3402QA-AS54T",169,668,amazon_laptop
"ASUS Chromebook C203XA Rugged & Spill Resistant Laptop, 11.6"" HD, 180 Degree, MediaTek Quad-Core Processor, 4GB RAM, 32GB eMMC, MIL-STD 810G Durability, Dark Grey, Education, Chrome OS, C203XA-YS02-GR","1,449",124,amazon_laptop
"Acer Nitro 17 Gaming Laptop | AMD Ryzen 7 7735HS Octa-Core CPU | NVIDIA GeForce RTX 4070 Laptop GPU | 17.3"" QHD 165Hz IPS Display | 16GB DDR5 | 1TB Gen 4 SSD | Wi-Fi 6E | RGB Backlit KB | AN17-41-R7GT",899,267,amazon_laptop
"ASUS TUF Gaming F15 (2022) Gaming Laptop, 15.6 FHD 144Hz Display, GeForce RTX 3050, Intel Core i5-12500H, 16GB DDR4, 512GB PCIe SSD, Wi-Fi 6, Windows 11, FX507ZC-ES53,Mecha Gray",599,334,amazon_laptop
"Acer 2022 Chromebook 315 15.6"" Full HD 1080p IPS Touchscreen Laptop PC, Intel Celeron N4020 Dual-Core Processor, 4GB DDR4 RAM, 64GB eMMC, Webcam, WiFi, 12 Hrs Battery Life, Chrome OS, Silver",235,106,amazon_laptop
"ASUS Vivobook Laptop L210 11.6"" Ultra Thin Laptop, Intel Celeron N4020 Processor, 4GB RAM, 128GB eMMC Storage, Windows 11 Home in S Mode with One Year of Office 365 Personal, L210MA-DS04,Star Black",67,67,amazon_laptop
"Dell 11'' HD IPS Chromebook, Intel Celeron Processor Up to 2.40GHz, 4GB Ram, 16GB SSD, Super-Fast WiFi, Chrome OS, Dale Black (Renewed)",229,"1,051",amazon_laptop
"Acer Aspire 1 A115-32-C96U Slim Laptop | 15.6"" Full HD Display | Intel Celeron N4500 Processor | 4GB DDR4 | 128GB eMMC | WiFi 5 | Microsoft 365 Personal 1-Year Subscription | Windows 11 Home in S mode",337,"4,396",amazon_laptop
"Acer Aspire 5 A515-46-R3UB | 15.6"" Full HD IPS Display | AMD Ryzen 3 3350U Quad-Core Mobile Processor | 4GB DDR4 | 128GB NVMe SSD | WiFi 6 | Backlit KB | FPR | Amazon Alexa | Windows 11 Home in S mode","1,749",18,amazon_laptop
"ASUS ROG Strix G17 (2023) Gaming Laptop, 17.3 QHD 240Hz, GeForce RTX 4060, AMD Ryzen 9 7945HX, 16GB DDR5, 1TB PCIe SSD, Wi-Fi 6E, Windows 11, G713PV-DS94, Eclipse Gray","1,322",243,amazon_laptop
"ASUS VivoBook 14 Slim Laptop Computer, 14"" IPS FHD Display, Intel Core i3-1115G4 Processor, 4GB DDR4, 128GB PCIe SSD, Fingerprint Reader, Windows 11 Home in S Mode, Slate Grey, F415EA-AS31",331,270,amazon_laptop
"MSI Pulse GL66 15.6"" FHD 144Hz Gaming Laptop: Intel Core i7-12700H RTX 3070 16GB 512GB NVMe SSD, Type-C USB 3.2 Gen 1, RGB Gaming Keyboard, Cooler Boost 5, Win11 Home: Black 12UGKV-464","1,098","1,029",amazon_laptop
"Newest HP 14"" HD Laptop, Windows 11, Intel Celeron Dual-Core Processor Up to 2.60GHz, 4GB RAM, 64GB SSD, Webcam, Dale Pink(Renewed) (Dale Pink)",207,75,amazon_laptop
"Dell Newest Inspiron 15 3511 Laptop, 15.6"" FHD Touchscreen, Intel Core i5-1035G1, 32GB RAM, 1TB PCIe NVMe M.2 SSD, SD Card Reader, Webcam, HDMI, WiFi, Windows 11 Home, Black",629,70,amazon_laptop
"HP 2023 Convertible 2-in-1 Chromebook Laptop, 14"" HD IPS Touchscreen, Intel Celeron Processor up to 2.60GHz, 4GB Ram, 64GB SSD, 4K Graphics, Super-Fast 6th Gen WiFi, Chrome OS, Dale Blue(Renewed)",192,5,amazon_laptop
"MSI Aegis RS Gaming Desktop: Intel Core i7-13700KF, RTX 4070, 32GB DDR5, 2TB M.2 NVMe, Liquid Cooling, WiFi 6E, Keyboard & Mouse, DIY Friendly, Windows 11 Home-Adv: 13NUE-450US","1,899",232,amazon_laptop
"SkyTech Chronos Mini Gaming Computer PC Desktop - Intel Core-i3 10100F 3.6GHz, GTX 1650 4G, 500GB SSD, 8G 3000, RGB Fans, AC WiFi, Windows 10 Home 64-bit",599,337,amazon_laptop
"ASUS Chromebook Flip C433 2 in 1 Laptop, 14"" Touchscreen FHD NanoEdge Display, Intel Core m3-8100Y Processor, 8GB RAM, 64GB eMMC Storage, Backlit Keyboard, Silver, Chrome OS, C433TA-AS384T",249,138,amazon_laptop
"ASUS Chromebook CX1, 15.6"" Full HD NanoEdge Display, Intel Celeron N3350 Processor, 64GB eMMC Storage, 8GB RAM, Chrome OS, Transparent Silver, CX1500CNA-AS84F",169,154,amazon_laptop
"Lenovo IdeaPad 1 14 Laptop, 14.0"" HD Display, Intel Celeron N4020, 4GB RAM, 64GB Storage, Intel UHD Graphics 600, Win 11 in S Mode, Cloud Grey",133,24,amazon_laptop
"Lenovo Tab M10 Plus 3rd Gen Tablet - 10"" FHD - Android 12-32GB Storage - Long Battery Life",499,4,amazon_laptop
"HP 15.6"" HD Touchscreen Laptop, Intel Core i5-1155G7, 12GB RAM, 256GB SSD, Intel Iris Xe Graphics, Windows 11 Home","4,299",3,amazon_laptop
"Razer Blade 16 (2023) Gaming Laptop - NVIDIA GeForce RTX 4090-13th Gen Intel 24-Core i9 HX CPU - 16"" Dual Mode Mini LED (4K UHD+ 120Hz & FHD+ 240Hz) - 32GB RAM - 2TB SSD","1,599","6,937",amazon_laptop
"ASUS ROG Strix G16 (2023) Gaming Laptop, 16 Nebula Display 16:10 QHD 240Hz, GeForce RTX 4050, Intel Core i9-13980HX, 16GB DDR5, 1TB PCIe SSD, Wi-Fi 6E, Windows 11, G614JU-ES94,Eclipse Gray",631,"2,484",amazon_laptop
"Lenovo Flex 5 14 2-in-1 Laptop, 14.0"" FHD Touch Display, AMD Ryzen 5 4500U, 16GB RAM, 256GB Storage, AMD Radeon Graphics, Digital Pen Included, Win 10",160,"1,393",amazon_laptop
HP 2020 Flagship 14 Chromebook Laptop Computer 14-inch HD SVA Anti-Glare Display Intel Celeron N5000 Processor 4GB DDR4 64GB eMMC WiFi Webcam Chrome OS (Renewed),240,"1,807",amazon_laptop
"HP 15.6in Laptop (Intel Pentium Quad-Core N5000, 4GB RAM, 128GB SSD, HDMI, WiFi, Bluetooth, HD Webcam, Windows 10 S) (Renewed)","1,299","3,440",amazon_laptop
"Acer Predator Helios 300 PH315-54-760S Gaming Laptop | Intel i7-11800H | NVIDIA GeForce RTX 3060 GPU | 15.6"" FHD 144Hz 3ms IPS Display | 16GB DDR4 | 512GB SSD | Killer WiFi 6 | RGB Keyboard",752,196,amazon_laptop
"Acer Nitro 5 AN515-55-53E5 Gaming Laptop | Intel Core i5-10300H | NVIDIA GeForce RTX 3050 GPU | 15.6"" FHD 144Hz IPS Display | 8GB DDR4 | 256GB NVMe SSD | Intel Wi-Fi 6 | Backlit Keyboard",499,282,amazon_laptop
"Lenovo 2022 IdeaPad Flex 3 11.6"" HD 2-in-1 Touchscreen Chromebook (8-Core MediaTek MT8183, 4GB RAM, 64GB eMMC, Stylus, Webcam) Flip Convertible Home Education Laptop, IST Computers Pen, Chrome OS",879,1,amazon_laptop
"Acer Aspire C27-1700-UA91 AIO Desktop | 27"" Full HD IPS Display | 12th Gen Intel Core i5-1235U | Intel Iris Xe Graphics | 16GB DDR4 | 512GB NVMe M.2 SSD | Intel Wireless Wi-Fi 6 | Windows 11 Home",144,227,amazon_laptop
"Acer 2023 15"" HD Premium Chromebook, Intel Celeron N Processor 2.78GHz Turbo Speed, 4GB Ram, 64GB SSD, Ultra-Fast WiFi Up to 1700 Mbps, Full Size Keyboard, Chrome OS, Arctic Silver Color-(Renewed)",749,,amazon_laptop
"Skytech Shadow Gaming PC Desktop  Intel Core i5 12400F 2.5 GHz, NVIDIA RTX 3060 Ti, 1TB NVME SSD, 16GB DDR4 RAM 3200, 600W Gold PSU, 11AC Wi-Fi, Windows 11 Home 64-bit","1,199",7,amazon_laptop
"HP 2023 14"" HD IPS Laptop, Intel Celeron Processor Up to 2.60GHz, 8GB RAM, 64GB SSD, Ultra-Fast WiFi, Webcam, Windows 11(Renewed)",225,912,amazon_laptop
"MSI Stealth 17 Studio 17.3"" QHD 240Hz Gaming Laptop: 13th Gen Intel Core i9, RTX 4080, 32GB DDR5, 1TB NVMe SSD, Thunderbolt 4, USB-Type C, Cooler Boost Trinity+, Win11 Home: Core Black A13VH-053US","2,674",816,amazon_laptop
"HP 17-inch Laptop, 11th Generation Intel Core i5-1135G7, Iris Xe Graphics, 8 GB RAM, 256 GB SSD, Windows 11 Home (17-cn0025nr,Natural Silver)",586,26,amazon_laptop
"Dell Newest Inspiron 15 3511 Laptop, 15.6"" FHD Touchscreen, Intel Core i5-1035G1, 32GB RAM, 2TB PCIe NVMe M.2 SSD, SD Card Reader, Webcam, HDMI, WiFi, Windows 11 Home, Black",679,45,amazon_laptop
"HP 2022 Newest Laptops for College Student & Business, 15.6 inch HD Computer, Intel Pentium Silver N5000, 16GB RAM, 1TB SSD, Office 365 1-Year, Fast Charge, Light-Weight, Windows 11, ROKC HDMI Cable",519,"2,477",amazon_laptop
"HP 15 Laptop, 11th Gen Intel Core i5-1135G7 Processor, 8 GB RAM, 256 GB SSD Storage, 15.6 Full HD IPS Display, Windows 10 Home, HP Fast Charge, Lightweight Design (15-dy2021nr, 2020)",459,5,amazon_laptop
"Gateway 2023 15"" Full HD IPS Chromebook, Intel 4-Core Pentium Processor Up to 3.30GHz, 4GB RAM, 192GB Storage(128GB SSD+64GB MSD), Ultra-Fast 6th Gen WiFi, Chrome OS-(Renewed)",155,"1,687",amazon_laptop
"HP Newest Flagship Chromebook, 11.6"" HD (1366 x 768) Display, Intel Celeron Processor N3350, 4GB LPDDR2, 32GB eMMC, Chrome OS, HD Graphics 500, 11A-NB0013DX, Ash Gray",145,"5,852",amazon_laptop
"ASUS VivoBook 15 Thin and Light Laptop, 15.6 FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",359,204,amazon_laptop
"ASUS ZenBook Pro Duo 15 OLED UX582 Laptop, 15.6 OLED 4K UHD Touch Display, Intel Core i7-10870H, 16GB RAM, 1TB SSD, GeForce RTX 3070, ScreenPad Plus, Windows 10 Pro, Celestial Blue, UX582LR-XS74T","2,399","1,820",amazon_laptop
Samsung Chromebook 4 Chrome OS 11.6-inch HD Intel Celeron Processor N4000 4GB RAM 32GB eMMC Gigabit Wi-Fi - XE310XBA-K01US (Renewed),119,"3,682",amazon_laptop
"iBUYPOWER Pro Gaming PC Computer Desktop SlateMR 2150V2 (Intel Core i5 12400F 2.5 GHz, GeForce GTX 1650 4GB, 8 GB DDR4 RAM, 500 GB NVMe SSD, WiFi Ready, Windows 11 Home)",769,39,amazon_laptop
"MSI PRO DP21 12M-407US Mini PC Business Desktop, Intel Core i3-12100, Intel UHD 730 Graphics, 8GB Memory, 250GB M.2 SSD, WiFi 6, Windows 11 Home, 4K Dual Display Support, USB Type-C, HTPC 2022",349,21,amazon_laptop
Lenovo Legion Tower 5i - 2022 - Gaming Desktop - NVIDIA GeForce RTX 3070 - Intel i7-12700F - RTX 3070-16GB RAM - 1TB SSD - Win 11 - Black - Mouse & Keyboard - Free 3-Month Xbox GamePass,"1,399",8,amazon_laptop
"Lenovo 2023 High Performance 14'' Full HD IPS Laptop, Intel i3-1115G4 Processor Up to 4.1GHz, 8GB RAM, 256GB SSD, Super-Fast 6th Gen WiFi, Windows 11 OS (Renewed)",256,450,amazon_laptop
"Skytech Shadow Gaming PC Desktop  AMD Ryzen 5 3600 3.6 GHz, NVIDIA RTX 3060, 1TB NVME SSD, 16GB DDR4 RAM 3200, 600W Gold PSU, 11AC Wi-Fi, Windows 11 Home 64-bit","1,001",184,amazon_laptop
"HP 2022 Victus Gaming Laptop, 15.6-Inch 144Hz FHD Display, 12th Gen Core i5-12450H(Beat R7 5800H), 32GB 3200 RAM, 1TB PCIe SSD, NVIDIA GeForce GTX 1650, WiFi 6, Backlit KB, RJ-45, HDMI, Win 11 H",792,152,amazon_laptop
"Lenovo - 2022 - IdeaPad 3 - Travel Laptop Computer - AMD Ryzen 5 - 17.3"" FHD Display - 8GB Memory - 512GB Storage - Windows 11 Home",498,"3,213",amazon_laptop
"HP 15.6 Inch Laptop, Intel Iris Xe Graphics, 11th Generation Intel Core Processor, 8 GB RAM, 256 GB SSD, Windows 11 Home (15-dy2024nr, Natural silver)",459,"1,077",amazon_laptop
"SAMSUNG Chromebook Plus V2, 2-in-1, 4GB RAM, 32GB eMMC, 13MP Camera, Chrome OS, 12.2"", 16:10 Aspect Ratio, Light Titan (XE520QAB-K01US)",499,251,amazon_laptop
"Lenovo IdeaCentre AIO 3i 22"" All-in-One Computer, Intel Core i3-1115G4, FHD Touch Display, 8GB RAM, 256GB SSD, DVD RW Drive, Windows 11",519,47,amazon_laptop
"ASUS TUF Gaming F17 (2023) Gaming Laptop, 17.3 FHD 144Hz Display, GeForce RTX 4050, AMD Ryzen 7 7735HS, 16GB DDR5, 1TB PCIe 4.0 SSD, Wi-Fi 6, Windows 11, FA707NU-DS74,Mecha Gray","1,229",82,amazon_laptop
"Skytech Shiva II Gaming PC Desktop  Intel Core i5 12400F 2.5 GHz, NVIDIA RTX 3060, 500GB NVME SSD, 16GB DDR4 RAM 3200, 650W Gold PSU, 11AC Wi-Fi, Windows 11 Home 64-bit,White",999,13,amazon_laptop
"SAMSUNG 14 Galaxy Book3 Pro Laptop Computer, 13th Gen Intel Core i7-1360P Processor / 16GB / 512GB, 3K AMOLED Screen, 120hz, Fingerprint Reader, FHD Webcam, 2023 Model, NP940XFG-KC2US, Graphite","1,299","3,491",amazon_laptop
"CYBERPOWERPC Gamer Xtreme VR Gaming PC, Intel Core i5-12400F 2.5GHz, GeForce RTX 3050 8GB, 16GB DDR4, 500GB NVMe SSD, WiFi & Win 11 Home (GXiVR8060A16), Black",949,417,amazon_laptop
"ASUS VivoBook 15 F515 Laptop, 15.6"" FHD Display, Intel i3-1115G4 CPU, 8GB DDR4 RAM, 128GB SSD, Windows 11 Home in S Mode, Slate Grey, F515EA-AH34",370,134,amazon_laptop
Razer Blade 15 Gaming Laptop: NVIDIA GeForce RTX 3070 Ti - 12th Gen Intel 14-Core i7 CPU - 15.6 FHD 360Hz - 16GB DDR5 RAM - 1TB PCIe SSD - Windows 11 - CNC Aluminum - Chroma RGB - Thunderbolt 4,"2,399","1,117",amazon_laptop
"HP 17 Laptop PC, 11 Generation Intel Core, 4 GB RAM, 256 GB SSD, UHD Graphics, 17.3"" HD+ Display, Windows 11 Home, Wi-Fi & Bluetooth Combo, 7 Ports, Long Battery Life, HD Webcam (17-by4025nr, 2022)",459,41,amazon_laptop
"Acer Swift X SFX14-51G-71Y1 Creator Laptop | 14"" 2240 x 1400 100% sRGB | 12th Gen Intel i7-1260P | NVIDIA RTX 3050 Laptop GPU | 16GB LPDDR5 | 512GB NVMe SSD | Wi-Fi 6E | Backlit Keyboard | Windows 11",813,53,amazon_laptop
"ASUS VivoBook Pro 16X OLED Slim Laptop, 16"" 4K 16:10 Display, AMD Ryzen 9 6900H CPU, NVIDIA GeForce RTX 3050 Ti, 32GB RAM, 1TB SSD, Windows 11 Home, 0°Black, M7600RE-XB99,Gray","1,399",82,amazon_laptop
"ROG Strix G15 Gaming Desktop PC, Intel Core i7-12700F, GeForce RTX 3060 12GB, 16GB DDR4 RAM, 1TB PCIe 4.0 SSD, Windows 11 Home, G15CF-AB766","1,429",394,amazon_laptop
"HP Pavilion 15.6"" FHD Laptop (2022 Latest Model), AMD Ryzen 5 5500U (Beats i7-11370H), 16GB RAM, 512GB PCIe NVMe M.2 SSD, Thin & Portable, Micro-Edge & Anti-Glare Screen, Long Battery Life, Windows 11",510,38,amazon_laptop
"Lenovo 14E Chromebook 81MH0006US 14"" Chromebook - 1920 X 1080 - A-Series A4-9120 - 4 GB RAM - 32 GB Flash Memory - Chrome OS - AMD Radeon R3 Graphics - English (US) (Renewed)",109,380,amazon_laptop
"Dell 2022 Newest Inspiron 15 3511 Laptop, 15.6"" FHD Touchscreen, Intel Core i5-1035G1, 16GB RAM, 1TB PCIe NVMe M.2 SSD, SD Card Reader, Webcam, HDMI, WiFi, Windows 11 Home, Black",587,98,amazon_laptop
"Skytech Blaze 3.0 Gaming PC Desktop  Intel Core i5 12400F 2.5 GHz, NVIDIA RTX 3060, 500GB NVME SSD, 16GB DDR4 RAM 3200, 600W Gold PSU, 11AC Wi-Fi, Windows 11 Home 64-bit","1,099","1,323",amazon_laptop
"Lenovo Flex 5 Laptop, 14.0"" FHD Touch Display, AMD Ryzen 5 5500U, 16GB RAM, 256GB Storage, AMD Radeon Graphics, Windows 11 Home, Graphite Grey",688,30,amazon_laptop
"HP - Pavilion x360 2-in-1 14"" Touch-Screen Laptop - Intel Core i5-8GB Memory - 512GB SSD - Natural Silver - Mode 14-ek0033dx",574,"2,460",amazon_laptop
"HP Chromebook 11-inch Laptop - MediaTek - MT8183 - 4 GB RAM - 32 GB eMMC Storage - 11.6-inch HD Display - with Chrome OS - (11a-na0010nr, 2020 model)",164,77,amazon_laptop
"ASUS ZenBook 14 Ultra-Slim Laptop 14 FHD Display, AMD Ryzen 7 5800H CPU, Radeon Vega 7 Graphics, 16GB RAM, 1TB PCIe SSD, NumberPad, Windows 11 Pro, Pine Grey, UM425QA-EH74",999,109,amazon_laptop
"Acer Nitro 17 Gaming Laptop | AMD Ryzen 7 7840HS Octa-Core CPU | NVIDIA GeForce RTX 4050 Laptop GPU | 17.3"" FHD 165Hz IPS Display | 16GB DDR5 | 1TB Gen 4 SSD | Wi-Fi 6E | RGB Backlit KB | AN17-41-R6L9","1,123",874,amazon_laptop
"ASUS BR1100 Laptop, 11.6"" HD Anti-Glare Display, 180 Degree, Celeron N4500, 4GB, 64GB SSD, MIL-STD 810H Durability, Tamper/Spill-Resistant Keyboard, TPM 2.0, Windows 10 Pro, Dark Grey, BR1100CKA-502Y",155,64,amazon_laptop
"Acer 2022 15inch HD IPS Chromebook, Intel Dual-Core Celeron Processor Up to 2.55GHz, 4GB RAM, 32GB Storage, Super-Fast WiFi Up to 1300 Mbps, Chrome OS-(Renewed) (Dale Silver)",162,64,amazon_laptop
"SAMSUNG 2023 11"" HD IPS Chromebook, Intel Celeron N Processor Up to 2.79GHz, 4GB Ram, 32GB SSD, Intel 4K Graphics, Super-Fast WiFi Speed, Chrome OS, Dale Gray(Renewed)",129,"1,461",amazon_laptop
"Lenovo 2022 Newest Tablet Duet 3i | 10.3 inch FHD Touchscreen | Intel Celeron N4020 | 4G Memory | 64GB eMMC | Windows 11 S | Keyboard Included, Gray",199,777,amazon_laptop
"Acer Chromebook Spin 311 Convertible Laptop | Intel Celeron N4000 | 11.6"" HD Touch Corning Gorilla Glass Display | 4GB LPDDR4 | 64GB eMMC | Intel 802.11ac Gigabit WiFi 5 | Chrome OS | CP311-2H-C7QD",229,,amazon_laptop
"Skytech Nebula Gaming PC Desktop  Intel Core i3 12100F 3.3 GHz, NVIDIA RTX 3050, 500GB NVME SSD, 16GB DDR4 RAM 3200, 600W Gold PSU, Wi-Fi, Windows 11 Home 64-bit",799,"2,014",amazon_laptop
"Skytech Archangel Gaming Computer PC Desktop  Ryzen 5 3600 3.6GHz, GTX 1660 Super 6G, 500GB SSD, 16GB DDR4 3200MHz, RGB Fans, Windows 11 Home 64-bit, 802.11AC Wi-Fi",899,25,amazon_laptop
